: core   0: 0x0000000000001000 (0x00000297) auipc   t0, 0x0
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
: core   0: 0xffffffff80002b7c (0xff87a703) lw      a4, -8(a5)
: core   0: 0xffffffff80002b80 (0xfee68ee3) beq     a3, a4, pc - 4
